datetime,request
02/Jan/2013:17:00:50 -0500,GET /icons/text.gif HTTP/1.1
02/Jan/2013:17:00:53 -0500,GET /icons/text.gif HTTP/1.1
02/Jan/2013:17:00:55 -0500,GET /.git/objects/e8/?C=D;O=A HTTP/1.1
02/Jan/2013:17:00:56 -0500,GET /icons/text.gif HTTP/1.1
02/Jan/2013:17:00:57 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:00:59 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:01 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:03 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:04 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:06 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:09 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:11 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:14 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:16 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:18 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:22 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:29 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:37 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:41 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:43 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:17:01:44 -0500,GET /icons/blank.gif HTTP/1.1
02/Jan/2013:17:01:46 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:01:47 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:01:49 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:01:51 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:01:52 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:01:55 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:01:57 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:01:59 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:02:01 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:02:03 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:02:04 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:17:02:15 -0500,GET /ignite/extensions/status/deck.status.js HTTP/1.1
02/Jan/2013:17:02:24 -0500,GET /ignite/images/parish.png HTTP/1.1
02/Jan/2013:17:02:27 -0500,GET /ignite/extensions/navigation/deck.navigation.js HTTP/1.1
02/Jan/2013:17:02:30 -0500,GET /ignite/images/army404.png HTTP/1.1
02/Jan/2013:17:02:33 -0500,GET /ignite/images/scott.png HTTP/1.1
02/Jan/2013:17:02:35 -0500,GET /ignite/themes/style/swiss.css HTTP/1.1
02/Jan/2013:17:02:40 -0500,GET /ignite/extensions/navigation/deck.navigation.css HTTP/1.1
02/Jan/2013:17:02:47 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:17:02:46 -0500,GET /ignite/images/project_manager.png HTTP/1.1
02/Jan/2013:17:02:50 -0500,GET /ignite/jquery-1.7.2.min.js HTTP/1.1
02/Jan/2013:17:06:04 -0500,GET /sitemap.xml HTTP/1.1
02/Jan/2013:17:15:00 -0500,GET /.git/objects/f0/?C=D;O=A HTTP/1.1
